,Name,NetWorth,Country,Source,Rank,Age,Industry
346,Henry Kravis,$7.3 B,United States,private equity,344,77.0,Finance & Investments
347,Lai Meisong,$7.3 B,China,package delivery,344,50.0,Logistics
348,Sandra Ortega Mera,$7.3 B,Spain,Zara,344,52.0,Fashion & Retail
349,Pham Nhat Vuong,$7.3 B,Vietnam,diversified,344,52.0,Diversified
350,David Shaw,$7.3 B,United States,hedge funds,344,70.0,Finance & Investments
351,Rocco Commisso,$7.2 B,United States,telecom,352,71.0,Telecom
352,Michael Kadoorie,$7.2 B,Hong Kong,"hotels, energy",352,79.0,Energy
353,Bernard Marcus,$7.2 B,United States,Home Depot,352,91.0,Fashion & Retail
354,Manuel Villar,$7.2 B,Philippines,real estate,352,71.0,Real Estate
355,Christy Walton,$7.2 B,United States,Walmart,352,72.0,Fashion & Retail
356,Wang Zhenhua,$7.2 B,China,real estate,352,59.0,Real Estate
357,Carl Bennet,$7.1 B,Sweden,investments,358,69.0,Finance & Investments
358,Rahel Blocher,$7.1 B,Switzerland,chemicals,358,45.0,Manufacturing
359,Johann Graf,$7.1 B,Austria,gambling,358,74.0,Gambling & Casinos
360,Ralph Lauren,$7.1 B,United States,apparel,358,81.0,Fashion & Retail
361,Li Hua,$7.1 B,China,financial services,358,43.0,Finance & Investments
362,Magdalena Martullo-Blocher,$7.1 B,Switzerland,chemicals,358,52.0,Manufacturing
363,Stewart and Lynda Resnick,$7.1 B,United States,"agriculture, water",358,,Food & Beverage
364,Johann Rupert & family,$7.1 B,South Africa,luxury goods,358,70.0,Fashion & Retail
365,Safra siblings,$7.1 B,Brazil,banking,358,,Finance & Investments
366,Anthony Wood,$7.1 B,United States,Roku,358,55.0,Technology
367,Gang Ye,$7.1 B,Singapore,gaming,358,40.0,Media & Entertainment
368,Igor Altushkin,$7 B,Russia,metals,369,50.0,Metals & Mining
369,Bajaj brothers,$7 B,India,diversified,369,,Diversified
370,Juan Francisco Beckmann Vidal & family,$7 B,Mexico,tequila,369,81.0,Food & Beverage
371,Alexandre Behring,$7 B,Brazil,investments,369,54.0,Finance & Investments
372,Vincent Bolloré & family,$7 B,France,investments,369,69.0,Finance & Investments
373,Gustaf Douglas,$7 B,Sweden,investments,369,83.0,Diversified
374,Terry Gou,$7 B,Taiwan,electronics,369,70.0,Technology
375,"Paul Tudor Jones, II.",$7 B,United States,hedge funds,369,66.0,Finance & Investments
376,Richard Kinder,$7 B,United States,pipelines,369,76.0,Energy
377,Ludwig Merckle,$7 B,Germany,pharmaceuticals,369,56.0,Finance & Investments
378,Stephen Ross,$7 B,United States,real estate,369,80.0,Real Estate
379,Eli Broad,$6.9 B,United States,investments,380,87.0,Finance & Investments
380,Jim Davis & family,$6.9 B,United States,New Balance,380,77.0,Manufacturing
381,Guo Guangchang,$6.9 B,China,conglomerate,380,54.0,Diversified
382,Robert Kraft,$6.9 B,United States,New England Patriots,380,79.0,Sports
383,Murali Divi & family,$6.8 B,India,pharmaceuticals,384,70.0,Healthcare
384,Huang Chulong,$6.8 B,Canada,real estate,384,62.0,Real Estate
385,Li Jianquan & family,$6.8 B,Hong Kong,consumer products,384,64.0,Healthcare
386,Shi Yonghong & family,$6.8 B,China,restaurants,384,52.0,Food & Beverage
387,Wee Cho Yaw,$6.8 B,Singapore,banking,384,92.0,Finance & Investments
388,Erich Wesjohann & family,$6.8 B,Germany,poultry genetics,384,75.0,Food & Beverage
389,Aloys Wobben,$6.8 B,Germany,wind turbines,384,69.0,Energy
390,Micky Arison,$6.7 B,United States,Carnival Cruises,391,71.0,Service
391,Jean-Michel Besnier,$6.7 B,France,cheese,391,53.0,Food & Beverage
392,Marie Besnier Beauvalot,$6.7 B,France,cheese,391,40.0,Food & Beverage
393,Kwon Hyuk-bin,$6.7 B,South Korea,online games,391,47.0,Technology
394,Li Haiyan,$6.7 B,China,restaurants,391,,Food & Beverage
395,Fredrik Lundberg,$6.7 B,Sweden,"real estate, investments",391,69.0,Real Estate
396,Hiroshi Mikitani,$6.7 B,Japan,online retail,391,56.0,Fashion & Retail
397,Dmitry Rybolovlev,$6.7 B,Russia,fertilizer,391,54.0,Manufacturing
398,Reinhold Schmieding,$6.7 B,United States,medical devices,391,66.0,Healthcare
399,Francis Choi,$6.6 B,Hong Kong,real estate,400,73.0,Real Estate
400,Bruce Kovner,$6.6 B,United States,hedge funds,400,76.0,Finance & Investments
401,Wang Wenjing,$6.6 B,China,business software,400,56.0,Technology
402,Zeng Fangqin,$6.6 B,China,smartphone components,400,55.0,Technology
403,Brian Armstrong,$6.5 B,United States,cryptocurrency,404,38.0,Finance & Investments
404,Chu Mang Yee & family,$6.5 B,China,real estate,404,61.0,Real Estate
405,Denise Coates,$6.5 B,United Kingdom,online gambling,404,53.0,Gambling & Casinos
406,Gopikishan Damani,$6.5 B,India,"retail, investments",404,63.0,Fashion & Retail
407,James Goodnight,$6.5 B,United States,software,404,78.0,Technology
408,Antti Herlin,$6.5 B,Finland,"elevators, escalators",404,64.0,Manufacturing
409,Liu Yongxing,$6.5 B,China,diversified,404,72.0,Service
410,Sri Prakash Lohia,$6.5 B,Indonesia,petrochemicals,404,68.0,Manufacturing
411,John Overdeck,$6.5 B,United States,hedge funds,404,51.0,Finance & Investments
412,Prajogo Pangestu,$6.5 B,Indonesia,petrochemicals,404,76.0,Diversified
413,Horst Julius Pudwill,$6.5 B,Germany,manufacturing,404,76.0,Manufacturing
414,David Siegel,$6.5 B,United States,hedge funds,404,59.0,Finance & Investments
415,Ronda Stryker,$6.5 B,United States,medical equipment,404,66.0,Healthcare
416,Georg Stumpf,$6.5 B,Austria,"real estate, construction",404,48.0,Diversified
417,Pauline MacMillan Keinath,$6.4 B,United States,Cargill,418,87.0,Food & Beverage
418,Wang Yusuo & family,$6.4 B,China,natural gas distribution,418,57.0,Energy
419,Dennis Washington,$6.4 B,United States,"construction, mining",418,86.0,Logistics
420,Rahul Bajaj,$6.3 B,India,diversified,421,82.0,Diversified
421,Ashwin Dani & family,$6.3 B,India,paints,421,78.0,Manufacturing
422,Andreas Halvorsen,$6.3 B,Norway,hedge funds,421,59.0,Finance & Investments
423,Andrei Kozitsyn,$6.3 B,Russia,metals,421,60.0,Metals & Mining
424,Axel Oberwelland,$6.3 B,Germany,candy,421,54.0,Food & Beverage
425,Shi Yuzhu,$6.3 B,China,"online games, investments",421,58.0,Diversified
426,Tsai Eng-meng,$6.3 B,Taiwan,"food, beverages",421,64.0,Food & Beverage
427,Murat Ulker,$6.3 B,Turkey,food,421,62.0,Food & Beverage
428,Wang Junlin,$6.3 B,China,liquor,421,58.0,Food & Beverage
429,Wang Ning & family,$6.3 B,China,toys,421,34.0,Media & Entertainment
430,You Xiaoping,$6.3 B,China,"chemicals, spandex",421,63.0,Manufacturing
431,Arthur Blank,$6.2 B,United States,Home Depot,432,78.0,Sports
432,James Chambers,$6.2 B,United States,"media, automotive",432,63.0,Media & Entertainment
433,Jiang Bin,$6.2 B,China,acoustic components,432,54.0,Technology
434,Jason Jiang,$6.2 B,China,advertising,432,48.0,Media & Entertainment
435,Mitchell Rales,$6.2 B,United States,"manufacturing, investments",432,64.0,Manufacturing
436,Katharine Rayner,$6.2 B,United States,"media, automotive",432,76.0,Media & Entertainment
437,Margaretta Taylor,$6.2 B,United States,"media, automotive",432,78.0,Media & Entertainment
438,Stef Wertheimer & family,$6.2 B,Israel,metalworking tools,432,94.0,Manufacturing
439,Mike Adenuga,$6.1 B,Nigeria,"telecom, oil",440,67.0,Diversified
440,Charles Dolan & family,$6.1 B,United States,cable television,440,94.0,Media & Entertainment
441,Marcos Galperin,$6.1 B,Argentina,e-commerce,440,,Technology
442,Huang Li,$6.1 B,China,imaging systems,440,57.0,Technology
443,Law Kar Po,$6.1 B,Hong Kong,real estate,440,72.0,Real Estate
444,Li Wa,$6.1 B,Hong Kong,real estate,440,55.0,Real Estate
445,Idan Ofer,$6.1 B,Israel,"drilling, shipping",440,65.0,Diversified
446,Qian Dongqi & family,$6.1 B,China,household appliances,440,63.0,Manufacturing
447,Odd Reitan & family,$6.1 B,Norway,"retail, real estate",440,69.0,Fashion & Retail
448,Henry Samueli,$6.1 B,United States,semiconductors,440,66.0,Technology
449,Les Wexner & family,$6.1 B,United States,retail,440,83.0,Fashion & Retail
450,Dannine Avara,$6 B,United States,pipelines,451,57.0,Energy
451,Juergen Blickle,$6 B,Germany,auto parts,451,74.0,Manufacturing
452,Robert Brockman,$6 B,United States,Software,451,79.0,Technology
453,Mong-Koo Chung,$6 B,South Korea,Hyundai,451,83.0,Automotive
454,Dulce Pugliese de Godoy Bueno,$6 B,Brazil,"hospitals, health care",451,73.0,Healthcare
455,Daniel Dines,$6 B,Romania,software,451,49.0,Technology
456,Scott Duncan,$6 B,United States,pipelines,451,38.0,Energy
457,Judy Faulkner,$6 B,United States,health IT,451,77.0,Technology
458,Guenther Fielmann & family,$6 B,Germany,optometry,451,81.0,Healthcare
459,Milane Frantz,$6 B,United States,pipelines,451,51.0,Energy
460,Frits Goldschmeding,$6 B,Netherlands,temp agency,451,87.0,Service
461,Andrei Guriev & family,$6 B,Russia,fertilizers,451,61.0,Manufacturing
462,Jane Lauder,$6 B,United States,Estée Lauder,451,48.0,Fashion & Retail
463,Martin Lorentzon,$6 B,Sweden,Spotify,451,52.0,Technology
464,Isaac Perlmutter,$6 B,United States,Marvel comics,451,78.0,Media & Entertainment
465,Jeff Skoll,$6 B,United States,eBay,451,56.0,Technology
466,Robert F. Smith,$6 B,United States,private equity,451,58.0,Finance & Investments
467,John A. Sobrato & family,$6 B,United States,real estate,451,81.0,Real Estate
468,Ronald Wanek,$6 B,United States,furniture,451,79.0,Manufacturing
469,Randa Duncan Williams,$6 B,United States,pipelines,451,59.0,Energy
470,Hansjoerg Wyss,$6 B,Switzerland,medical devices,451,86.0,Healthcare
471,Chen Fashu,$5.9 B,China,investments,472,60.0,Finance & Investments
472,Chen Rui,$5.9 B,China,online entertainment,472,43.0,Media & Entertainment
473,Christopher Hohn,$5.9 B,United Kingdom,hedge funds,472,54.0,Finance & Investments
474,Lin Jianhua & family,$5.9 B,China,solar panel components,472,58.0,Manufacturing
475,Maria Asuncion Aramburuzabala & family,$5.8 B,Mexico,"beer, investments",476,57.0,Food & Beverage
476,Chan Laiwa & family,$5.8 B,China,real estate,476,80.0,Real Estate
477,George Kaiser,$5.8 B,United States,"oil & gas, banking",476,78.0,Energy
478,Ananda Krishnan,$5.8 B,Malaysia,"telecoms, media, oil-services",476,83.0,Telecom
479,Douglas Leone,$5.8 B,United States,venture capital,476,63.0,Finance & Investments
480,Li Chunan,$5.8 B,China,renewable energy,476,52.0,Manufacturing
481,Li Ping,$5.8 B,Hong Kong,batteries,476,53.0,Automotive
482,William Li,$5.8 B,China,electric vehicles,476,46.0,Automotive
483,Augusto & Giorgio Perfetti,$5.8 B,Italy,candy,476,,Food & Beverage
484,Meg Whitman,$5.8 B,United States,eBay,476,64.0,Technology
485,Neil Bluhm,$5.7 B,United States,real estate,486,83.0,Real Estate
486,Andrew Currie,$5.7 B,United Kingdom,chemicals,486,65.0,Manufacturing
487,Tom Gores,$5.7 B,United States,private equity,486,56.0,Finance & Investments
488,Michel Leclercq & family,$5.7 B,France,sporting goods,486,81.0,Fashion & Retail
489,Michael Moritz,$5.7 B,United States,venture capital,486,66.0,Technology
490,Nicolas Puech,$5.7 B,France,Hermes,486,78.0,Fashion & Retail
491,John Reece,$5.7 B,United Kingdom,chemicals,486,64.0,Manufacturing
492,Emanuele (Lino) Saputo & family,$5.7 B,Canada,cheese,486,84.0,Food & Beverage
493,Fred Smith,$5.7 B,United States,FedEx,486,76.0,Logistics
494,Teh Hong Piow,$5.7 B,Malaysia,banking,486,91.0,Finance & Investments
495,Rene Benko,$5.6 B,Austria,"real estate, retail",496,44.0,Real Estate
496,Jack Dangermond,$5.6 B,United States,mapping software,496,75.0,Technology
497,Stanley Druckenmiller,$5.6 B,United States,hedge funds,496,67.0,Finance & Investments
498,Tamara Gustavson,$5.6 B,United States,self storage,496,59.0,Service
499,Jian Jun,$5.6 B,China,biomedical products,496,57.0,Healthcare
500,Kwee brothers,$5.6 B,Singapore,Real Estate,496,,Real Estate
501,Clive Calder,$5.5 B,United Kingdom,record label,502,74.0,Media & Entertainment
502,Hasmukh Chudgar & family,$5.5 B,India,pharmaceuticals,502,87.0,Healthcare
503,Dagmar Dolby & family,$5.5 B,United States,Dolby Laboratories,502,79.0,Technology
504,Dong Wei,$5.5 B,China,pharmaceuticals,502,50.0,Healthcare
505,Ken Fisher,$5.5 B,United States,money management,502,70.0,Finance & Investments
506,Ivan Glasenberg,$5.5 B,Switzerland,mining,502,64.0,Metals & Mining
507,He Xiaopeng,$5.5 B,China,electric vehicles,502,43.0,Automotive
508,Sumet Jiaravanon,$5.5 B,Thailand,diversified,502,86.0,Diversified
509,Karel Komarek,$5.5 B,Czechia,"oil and gas, IT, lotteries",502,52.0,Gambling & Casinos
510,Ronald Lauder,$5.5 B,United States,Estee Lauder,502,77.0,Fashion & Retail
511,Mu Rongjun,$5.5 B,China,e-commerce,502,41.0,Technology
512,J. Christopher Reyes,$5.5 B,United States,food distribution,502,67.0,Food & Beverage
513,Jude Reyes,$5.5 B,United States,food distribution,502,65.0,Food & Beverage
514,Kjell Inge Rokke,$5.5 B,Norway,"shipping, seafood",502,62.0,Logistics
515,"Edward Roski, Jr.",$5.5 B,United States,real estate,502,82.0,Real Estate
516,Alexandra Schoerghuber,$5.5 B,Germany,real estate,502,62.0,Real Estate
517,Shu Ping,$5.5 B,Singapore,restaurants,502,51.0,Food & Beverage
518,Christoph Zeller,$5.5 B,Liechtenstein,dental implants,502,63.0,Healthcare
519,An Kang,$5.4 B,China,pharmaceuticals,520,72.0,Healthcare
520,Rainer Blickle,$5.4 B,Germany,auto parts,520,73.0,Manufacturing
521,Jaran Chiaravanont,$5.4 B,Thailand,diversified,520,91.0,Diversified
522,Alceu Elias Feldmann,$5.4 B,Brazil,fertilizer,520,71.0,Energy
523,Montri Jiaravanont,$5.4 B,Thailand,diversified,520,90.0,Diversified
524,"Henry Nicholas, III.",$5.4 B,United States,semiconductors,520,61.0,Technology
525,Terrence Pegula,$5.4 B,United States,natural gas,520,70.0,Energy
526,Carrie Perrodo & family,$5.4 B,France,oil,520,70.0,Energy
527,Harry Stine,$5.4 B,United States,agriculture,520,79.0,Food & Beverage
528,Pyotr Aven,$5.3 B,Russia,"oil, banking, telecom",529,66.0,Finance & Investments
529,Kapil & Rahul Bhatia,$5.3 B,India,airlines,529,,Service
530,Cao Renxian,$5.3 B,China,photovoltaic equipment,529,52.0,Energy
531,Barry Lam,$5.3 B,Taiwan,electronics,529,71.0,Technology
532,Carlos Rodriguez-Pastor,$5.3 B,Peru,finance,529,61.0,Finance & Investments
533,Shen Guojun,$5.3 B,China,retail,529,58.0,Fashion & Retail
534,Luiza Helena Trajano,$5.3 B,Brazil,retail chain,529,69.0,Fashion & Retail
535,Yao Zhenhua & family,$5.3 B,China,conglomerate,529,51.0,Diversified
536,Yu Yong,$5.3 B,China,mining,529,60.0,Finance & Investments
537,Sam Zell,$5.3 B,United States,"real estate, private equity",529,79.0,Real Estate
538,John Brown,$5.2 B,United States,medical equipment,539,86.0,Healthcare
539,Giuseppe De'Longhi & family,$5.2 B,Italy,coffee makers,539,81.0,Fashion & Retail
540,Frank Lowy,$5.2 B,Australia,shopping malls,539,90.0,Real Estate
541,Joe Mansueto,$5.2 B,United States,investment research,539,64.0,Finance & Investments
542,Akio Nitori,$5.2 B,Japan,home furnishings,539,77.0,Fashion & Retail
543,Gary Rollins,$5.2 B,United States,pest control,539,76.0,Service
544,Ruan Hongliang & family,$5.2 B,China,glass,539,60.0,Manufacturing
545,Teddy Sagi,$5.2 B,Israel,gambling software,539,49.0,Gambling & Casinos
546,Neil Shen,$5.2 B,China,venture capital,539,53.0,Finance & Investments
547,David Velez,$5.2 B,Colombia,fintech,539,39.0,Finance & Investments
548,Wong Man Li,$5.2 B,Hong Kong,furniture,539,56.0,Manufacturing
549,Robert Bass,$5.1 B,United States,"oil, investments",550,73.0,Energy
550,Pierre Chen,$5.1 B,Taiwan,electronics,550,64.0,Technology
551,Mahendra Choksi & family,$5.1 B,India,paints,550,79.0,Manufacturing
552,Gustavo Denegri,$5.1 B,Italy,biotech,550,84.0,Healthcare
553,Reed Hastings,$5.1 B,United States,Netflix,550,60.0,Media & Entertainment
554,Michael Herz,$5.1 B,Germany,coffee,550,77.0,Fashion & Retail
555,Wolfgang Herz,$5.1 B,Germany,coffee,550,70.0,Fashion & Retail
556,Patrick Lee,$5.1 B,Hong Kong,paper,550,79.0,Manufacturing
557,Lee Yeow Chor & Yeow Seng,$5.1 B,Malaysia,"palm oil, property",550,,Food & Beverage
558,Theo Mueller,$5.1 B,Germany,dairy,550,81.0,Food & Beverage
559,Wu Guanjiang & family,$5.1 B,China,pharmaceuticals,550,52.0,Healthcare
560,Bernard Broermann,$5 B,Germany,hospitals,561,77.0,Healthcare
561,Jason Chang,$5 B,Singapore,electronics,561,76.0,Technology
562,Joshua Harris,$5 B,United States,private equity,561,56.0,Finance & Investments
563,Vikram Lal & family,$5 B,India,motorcycles,561,79.0,Automotive
564,Lin Xiucheng & family,$5 B,China,electronics,561,65.0,Technology
565,Pankaj Patel,$5 B,India,pharmaceuticals,561,68.0,Healthcare
566,"Enrique Razon, Jr.",$5 B,Philippines,ports,561,61.0,Logistics
567,"Walter Scott, Jr. & family",$5 B,United States,"utilities, telecom",561,89.0,Energy
568,Charles Simonyi,$5 B,United States,Microsoft,561,72.0,Technology
569,Kate Wang,$5 B,China,e-cigarettes,561,39.0,Manufacturing
570,Daniel Ziff,$5 B,United States,investments,561,49.0,Finance & Investments
571,Dirk Ziff,$5 B,United States,investments,561,57.0,Finance & Investments
572,Robert Ziff,$5 B,United States,investments,561,54.0,Finance & Investments
573,Stephen Bisciotti,$4.9 B,United States,"staffing, Baltimore Ravens",574,60.0,Sports
574,Chen Dongsheng,$4.9 B,China,insurance,574,63.0,Finance & Investments
575,Charles B. Johnson,$4.9 B,United States,money management,574,88.0,Finance & Investments
576,Marc Ladreit de Lacharriere,$4.9 B,France,finance,574,80.0,Finance & Investments
577,Joe Lewis,$4.9 B,United Kingdom,investments,574,84.0,Finance & Investments
578,Lin Li,$4.9 B,China,investments,574,57.0,Finance & Investments
579,Karen Pritzker,$4.9 B,United States,"hotels, investments",574,63.0,Finance & Investments
580,Abdulsamad Rabiu,$4.9 B,Nigeria,"cement, sugar",574,60.0,Diversified
581,Mark Scheinberg,$4.9 B,Canada,online gambling,574,47.0,Gambling & Casinos
582,Howard Schultz,$4.9 B,United States,Starbucks,574,67.0,Food & Beverage
583,Yasumitsu Shigeta,$4.9 B,Japan,mobile phone retailer,574,56.0,Telecom
584,Thomas Siebel,$4.9 B,United States,business software,574,68.0,Technology
585,Peter Thiel,$4.9 B,United States,Facebook,574,53.0,Finance & Investments
586,Chip Wilson,$4.9 B,Canada,Lululemon,574,64.0,Fashion & Retail
587,Zhang Fan,$4.9 B,China,touch screens,574,55.0,Technology
588,Pierre Bellon & family,$4.8 B,France,food services,589,91.0,Service
589,Richard Branson,$4.8 B,United Kingdom,Virgin,589,70.0,Diversified
590,Huang Yi,$4.8 B,Hong Kong,car dealerships,589,59.0,Automotive
591,Bidzina Ivanishvili,$4.8 B,Georgia,investments,589,65.0,Finance & Investments
592,"Edward Johnson, IV.",$4.8 B,United States,money management,589,56.0,Finance & Investments
593,Elizabeth Johnson,$4.8 B,United States,money management,589,57.0,Finance & Investments
594,Ted Lerner & family,$4.8 B,United States,real estate,589,95.0,Real Estate
595,Lin Shu-hong,$4.8 B,Taiwan,petrochemicals,589,92.0,Manufacturing
596,Yuri Milner,$4.8 B,Israel,tech investments,589,59.0,Finance & Investments
597,Issad Rebrab & family,$4.8 B,Algeria,food,589,77.0,Food & Beverage
598,Thomas Schmidheiny,$4.8 B,Switzerland,cement,589,75.0,Construction & Engineering
599,Chairul Tanjung,$4.8 B,Indonesia,diversified,589,58.0,Diversified
600,Alan Trefler,$4.8 B,United States,software,589,65.0,Technology
601,Radovan Vitek,$4.8 B,Czechia,real estate,589,49.0,Real Estate
602,Frank Wang,$4.8 B,China,drones,589,40.0,Technology
603,Wang Xicheng & family,$4.8 B,China,tires,589,72.0,Manufacturing
604,Wang Zhendong,$4.8 B,China,education,589,44.0,Service
605,"John, Alan & Bruce Wilson",$4.8 B,Australia,retailing,589,,Fashion & Retail
606,M.A. Yusuff Ali,$4.8 B,India,retail,589,65.0,Fashion & Retail
607,Maria Fernanda Amorim & family,$4.7 B,Portugal,"energy, investments",608,86.0,Diversified
608,Dona Bertarelli,$4.7 B,Switzerland,biotech,608,53.0,Diversified
609,Hong Jie,$4.7 B,China,paint,608,53.0,Manufacturing
610,Nathan Kirsh,$4.7 B,Eswatini (Swaziland),"retail, real estate",608,89.0,Fashion & Retail
